By downloading this data it is implied that you have read and agreed to the Disclaimer Document
and will abide by its terms and conditions.

This report was generated at 06:07:25 on 19 June 2017.

WELL HEADER DATA
ORDERED BY WELL NAME
WELL NAME,WELL ALIAS,ENO,UNO,STATE,LATITUDE(Dec Deg;GDA94),LONGITUDE(Dec Deg;GDA94),UTM ZONE,EASTING,NORTHING,ORIGINAL GEOGRAPHIC DATUM,BASIN/SUB-BASIN (WCR),BASIN/SUB-BASIN (GA),WELL STATUS,TOTAL DEPTH DATE,TOTAL DEPTH(mKB),WELL TYPE,PLATFORM,FIELD,LOCATION,ELEVATION/WATER DEPTH(m),TITLE,LAW,OPERATOR,CONTRACTOR,RIGMAKE/RIGMODEL,SPUD DATE,RIG RELEASE DATE,KELLY BUSHING/ROTARY TABLE,KB/RT HEIGHT(m),REMARK,OBJECTIVE (WCR),SUMMARY (WCR),RESFACS_SAMPLES,ORGCHEM_SAMPLES,STRATDAT_SAMPLES,CUTTINGS,CONVENTIONAL_CORES,UNSPECIFIED_CORES,SIDEWALL_BULLET_CORES,SIDEWALL_MECHANICAL_CORES
"Fish River 1 ST1","",11114,"W8980003","AC",-11.2097025,125.0273487,Longitude / Latitude (GDA 94),51,721360.331,"8760071.937","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","17-MAR-1998",3034,"exploration","","none","off",-475.86,"AC/P15","PSLA","Santos Limited","Atwood Oceanics Australia PTY Ltd","","01-MAR-1998","27-MAR-1998","rotary table",21,"Sidetracked - fish stuck in hole. Initial TD 1864m; KO1 1363 to Final TD 3034m. No significant gas or fluorescence shows were observed while drilling. No production tests were conducted. Measurement While Drilling data did not exhibit any log anomaly after penetrating the primary target. Fish River 1 was plugged and abandoned as a dry well.Fish River 1 is located 33km W of Voltaire 1.","Petroleum","","17","47","20","30","0","0","17","0"
"Great Auk 1","",467480,"","AC",-12.470645,124.2750161,Longitude / Latitude (GDA 94),51,638562.091,"8621069.518","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","12-MAY-2009",3522,"exploration","","Great Auk","off",-60.4,"AC/P22","OPGGSA","East Puffin Pty Ltd","Seadrill","","27-APR-2009","18-MAY-2009","rotary table",36.97,"Non-commercial wet gas discovery.Great Auk-1 is located 3.5 km southeast of the Grebe-1 well.","Petroleum","","","","","0","0","0","0","0"
"Great Eastern 1","",11838,"W8910029","AC",-12.0900932,124.4011293,Longitude / Latitude (GDA 94),51,652488.78,"8663093.425","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","22-DEC-1991",2800,"exploration","","none","off",-114,"AC/P13","PSLA","TCPL Resources Ltd","Diamond M","","08-DEC-1991","27-DEC-1991","rotary table",22,"Plugged and abandoned, dry. PTD 2800m The well intersected a thin section of tight reservoir sands in the primary objective. However no hydrocarbons were encountered in either the primary or secondary objectives.Great Eastern 1 is not considered a valid structrual test. Remapping indicates the well was drilled out of closure on the edge of the Ashmore platform. The well intersected poorly developed, low to moderate quality sandstones of equivalent age to the the Puffin Fm sandstones.The Tertiary stratigraphy and well tops were intersected as prognosed. However the stratigraphy and well tops of the Cretaceous section were different. The differences are attributed to lateral lithological faceis changes of mapped seismic horizons and incorrect interpretation of seismic faceis. No evidence exists for the migration of hydrocarbons into or through the Great Eastern Prospect. All data received. Only sepia copies of logs.Great Eastern 1 is located 7km SE of Yarra 1 and 16kms NW of the Swan wells, in the southern portion of AC/P13.","Petroleum","","31","","55","0","0","0","0","0"
"Grebe 1","",11844,"W8790002","AC",-12.449734,124.250704,Longitude / Latitude (GDA 94),51,635930.487,"8623394.975","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","16-JUN-1979",3001,"exploration","","none","off",-69.2,"NT/P2","PSLA","ARCO","ODECO","","10-MAY-1979","28-JUN-1979","kelly bushing",29.9,"Grebe 1 drilled a carbonate and clastic sequence and was terminated at 3001m. Hydrocarbon evaluation during drilling indicated the absence of a potential hydrocarbon reservoir section.Grebe 1 drilled a carbonate and clastic sequence and was terminated at 3001m. Hydrocarbon evaluation during drilling indicated the absence of a potential hydrocarbon reservoir section.Grebe 1 is located offshore in the Browse Basin, Western Australia, close to Prion 1, Puffin 1 and Skua 1.","Petroleum","","147","34","22","0","0","0","0","0"
"Gryphaea 1","",11881,"W8870006","AC",-12.8092724,123.7406087,Longitude / Latitude (GDA 94),51,580375.535,"8583840.797","Browse Basin/Caswell Sub-basin","Browse Basin","abandoned","01-OCT-1987",1980,"exploration","","none","off",-200,"AC/P3","PSLA","BHP Petroleum Pty Ltd","Maretech Ocean Services","","17-SEP-1987","24-NOV-1987","kelly bushing",17,"Gryphaea was drilled to a total depth of 3950m through a sequence of sandstones, siltstones, claystones and carbonates which range in age from Middle Triassic to Recent.After encountering only minor oil and gas shows it was plugged and abandoned as a dry hole. Unconformities are present at base Middle Miocene, base Early Santonian and base Middle Valanginian horizons.Disconformities or condensed sequences may exist within the Campanian, Albian/Aptian and Aptian/Valanginian sequences. Although small closures exist at the Base Cretaceous Unconformity and the Intra-Triassic seismic horizon, Gryphaea 1 failed to encounter moveable hydrocarbons due to poor reservoir development within both the primary and secondary objectives.Minor hyrocarbon indications were observed in sandstones of Maastrichtian, Valanginian and Triassic ages however, formation evaluation indicates that all zones are entirely water-bearing.(comp.,WCR)Gryphaea 1 was drilled in the Territory of Ashmore and Cartier Islands.","Petroleum","","176","","42","0","0","0","0","0"
"Gryphaea 1 ST1","",536955,"","AC",-12.8092724,123.7406087,Longitude / Latitude (GDA 94),51,580375.535,"8583840.797","Browse Basin/Caswell Sub-basin","Browse Basin","abandoned","16-NOV-1987",3950,"exploration","","none","off",-200,"AC/P3","PSLA","BHP Petroleum Pty Ltd","Maretech Ocean Services","","09-OCT-1987","24-NOV-1987","kelly bushing",17,"","Petroleum","","","82","","82","0","0","0","0"
"Hadrian 1","",11921,"W8910021","AC",-11.673379,124.988034,Longitude / Latitude (GDA 94),51,716712.822,"8708802.118","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","17-SEP-1991",3520,"exploration","","none","off",-292,"AC/P11","PSLA","Western Mining Corporation Ltd","Diamond M","","17-AUG-1991","25-SEP-1991","rotary table",22,"Plugged and abandoned, dry. Minor shows, no recovery. PTD 3522m Final logs and RFT's were conducted at 3520mRT. These revealed water saturated sands of poor to fair quality in the Plover Fm.Hadrian 1 is located 15km NNE of Douglas 1. Well was sited on line KM90-035 CDP 540 which was shot in the Kym Marine Seismic Survey ??? (see PSLA No 90/01, UNO S8900021)","Petroleum","","98","41","79","37","0","4","0","0"
"Hadrosaurus 1","",11922,"W8200103","AC",-12.245342,124.572691,Longitude / Latitude (GDA 94),51,671065.007,"8645818.642","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","13-OCT-2001",3567,"exploration","","none","off",-106,"AC/P21","PSLA","Coastal Oil and Gas Corporation","Transocean Sedco Forex","","13-SEP-2001","19-OCT-2001","rotary table",26,"The well intersected a predominantly shale package in the proposed reservoir target section. Shale velocity and density contrasts were observed and are considered to have been responsible for the targeted pre-drill seismic anomaly. A minor recover of oil and sandstone was circulated to surface subsequent to the well taking a small kick in the Kimmeridgian section. The oil-bearing sands unfortunately proved to very thin. The well was plugged and abandoned, release date 19/10/2001.Hadrosaurus 1 is located 3 km E of Vulcan 1, 6km NW of Eclipse 1 and 6 km N of East Swan 2.","Petroleum","","5","9","","7","0","0","0","2"
"Halimeda 1","",11963,"W8980016","AC",-10.653297,126.010317,Longitude / Latitude (GDA 94),52,172880.556,"8820776.443","Bonaparte Basin/Flamingo High;Laminaria","Bonaparte Basin/Laminaria High","abandoned","13-SEP-1998",3425,"exploration","","none","off",-341,"AC/L5","PSLA","Woodside Energy Ltd.","Diamond Offshore","","27-AUG-1998","20-SEP-1998","rotary table",22,"Halimeda 1 did not encounter hydrocarbons in the Laminaria Formation. This is assumed to be a result of the Laminaria Formation lying below the field hydrocarbon water contact. All horizons were encountered close to but deeper than prognosed. The well and was plugged and abandoned, without coring or testing at TD 3425 mRT.Halimeda 1 is located 2.1km SW of Laminaria 3.","Petroleum","","15","","","0","0","0","0","0"
"Hippolyte 1","",531545,"","AC",-13.0795953,124.4513844,Longitude / Latitude (GDA 94),51,657355,"8553611.008","Browse Basin/Caswell Sub-basin","Browse Basin","abandoned","05-NOV-2010",3856,"exploration","","Hippolyte","off",-182.3,"AC/P41","OPGGSA","Shell Development (Australia) Proprietary Limited","Songa Offshore","","19-OCT-2010","14-NOV-2010","rotary table",24.7,"","Petroleum","","","","","0","0","0","0","0"
"Ironstone 1","",548604,"","AC",-11.9305861,125.2723972,Longitude / Latitude (GDA 94),51,747493.948,"8680107.011","Bonaparte Basin;Browse Basin/Londonderry High","Bonaparte Basin/Vulcan Sub-basin","abandoned","07-OCT-2011",1492,"exploration","","none","off",-108,"AC/P40","OPGGSA","PTTEP Australasia","Diamond Offshore","","26-SEP-2011","12-OCT-2011","rotary table",21.5,"","Petroleum","","","","","0","0","0","0","0"
"Jabiru 1","",12253,"W8830004","AC",-11.9321809,125.0053334,Longitude / Latitude (GDA 94),51,718394.243,"8680155.226","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","25-JUL-1983",1160,"exploration","","none","off",-120,"NT/P26","PSLA","BHP Petroleum Pty Ltd","ODECO","","01-JUL-1983","18-OCT-1983","rotary table",30.5,"Respudded as Jabiru 1A due to technical difficulties.The well was abandoned at 1160m due to technical difficulties and Jabiru 1A was drilled nearby (W8830005).Jabiru 1 is located offshore in the northern Browse Basin, Northern Territory.","Petroleum","","1","","","0","0","0","0","0"
"Jabiru 10","",12270,"W8890010","AC",-11.9209777,125.0272685,Longitude / Latitude (GDA 94),51,720793.103,"8681377.367","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","24-AUG-1989",1826,"appraisal","","none","off",-119,"AC/L1","PSLA","BHP Petroleum Pty Ltd","Sedco Forex","","06-AUG-1989","29-AUG-1989","kelly bushing",26,"Log interpretation indicated the presence of hydrocarbons in a poor quality reservoir 1614-1620m. Twenty-one metres of Upper Jurassic claystones and poorly developed Sst (Wsp8 F) were intersected above the Jabiru Field OWC (1623mSS).Plugged and abandoned. Log interpretation indicated the presence of hydrocarbons in a poor quality reservoir 1614-1620m. Twenty-one metres of Upper Jurassic claystones and poorly developed Sst (Wsp8 F) were intersected above the Jabiru Field OWC (1623mSS; 1649mKB). A residual oil/water contact was identified at 1690m (1664mTVDSS). RFT data and petrophysical analysis indicate that the sands are water wet. Minor hydrocarbon indications were encountered.Located approx. 1km ESE of Jabiru 7 and approx. 700km W of Darwin. Approx. 680m east oj Jabiru 4 and 1680m NE of Jabiru 6.","Petroleum","","64","","9","0","0","0","0","0"
"Jabiru 11","",12271,"W8890012","AC",-11.940652,124.9944588,Longitude / Latitude (GDA 94),51,717202.734,"8679226.544","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","abandoned","13-SEP-1989",1289,"development","","Jabiru","off",-119,"AC/L1","PSLA","BHP Petroleum Pty Ltd","Sedco Forex","","31-AUG-1989","09-OCT-1989","kelly bushing",26,"Jabiru 11 was drilled as a production well designed to drain the oil updip of the Jabiru 5A well. The well was located approximately 420 metres southeast of Jabiru 5A at Base Cretaceous level, close to the south bounding fault.The jabiru structure lies on the northeast-southwest trending Jabiru-Turnstone Horst Block. At Base Cretaceous the Jabiru structure consisits of a north east-southwest trending tilt fault block with the beds dipping to the northwest and bounded by a fault to the south.The Jabiru 11/11ST well intersected the Base Cretaceous at 1653.5 mMDKB (1577.5 mTVDSS), 27.5 mTVD low to prognosis. This was due to large uncertainties in the exact position of the Base Cretaceous event close to the fault,and in the velocity variations close to the fault.Immediately below the Base Cretaceous level 15 mTVT of Late Jurassic sands were intersected, which were entirely oil saturated. Log interpretation indicates a total of 15 mTDT of net oil sand with an average porosity of 23.8 percent and an average water saturation of 10.5 percent.The Callovian unconformity was intersected at 1679.5 mMDKB (1595.5 mTVDSS). A total of 15.0 mTVT of net oil sand was intersected within the Early Jurassic section with an average porosity of 24.8 percent and an average water saturation of 11.1 percent over the net interval. The oil/water contact is interpreted at 1711 mMDKB (1617.5 mTVDSS), 3.5 metres high to the original field oil/water contact.The Jabiru 11 ST 1 well intersected the Base Cretaceous at 1653.5mKB (1577.5MTVDSS), 27.5m low to prognosis. This was due to large uncertainties in the exact position of the Base Cretaceous event close to the fault, and in velocity varations close to the fault. Immediately below the Base Cretaceous level 15mTVT of Late Jurassic sands were intersected, which were entirly oil saturated. Log interpretation indicates a total of 15mTVT of net oil sand with an average porosity of 23.8% and an average water saturation of 10.5%. The Callovian unconformity was intersected at 1679.5mKB (1595.5mTVDSS). A total of 15.0mTVT of nett oil sand was intersected within the Early Jurassic section with an average porosity of 24.8% and an average water saturation of 11.1% over the net interval. The OWC is interpreted at 1711mMDKB (1617.5mTVDSS), 3.5m high to the original field OWC. Jabiru 11 ST 1 intersected a 42m gross oil column at 1576m TVDSS. The well was suspended as a future oil producer on 9-OCT-89.Jabiru 11/11ST1 is located in the production licence AC/L1, which was originally part of the exploration permit AC/P4. The AC/P4 permit is located off the northwest coast of Australia. The permit lies within the Ashmore and Cartier Islands adjacent area. The permit is located in the Vulcan Sub-basin between the northeastern edge of the Ashmore Platform and the western part of the Londonderry High.","Petroleum","","2","","","0","0","0","0","0"
"Jabiru 11 ST1","Jabiru 11 ST",12272,"W8890031","AC",-11.940652,124.9944588,Longitude / Latitude (GDA 94),51,717202.734,"8679226.544","Bonaparte Basin/Vulcan Sub-basin","Bonaparte Basin/Vulcan Sub-basin","suspended","22-SEP-1989",1840,"development","Jabiru Venture","Jabiru","off",-119,"AC/L1","PSLA","BHP Petroleum Pty Ltd","Sedco Forex","","15-SEP-1989","09-OCT-1989","kelly bushing",26,"Jabiru 11 was drilled as a production well designed to drain the oil updip of the Jabiru 5A well. The well was located approximately 420 metres southeast of Jabiru 5A at Base Cretaceous level, close to the south bounding fault.The jabiru structure lies on the northeast-southwest trending Jabiru-Turnstone Horst Block. At Base Cretaceous the Jabiru structure consisits of a north east-southwest trending tilt fault block with the beds dipping to the northwest and bounded by a fault to the south.The Jabiru 11/11ST well intersected the Base Cretaceous at 1653.5 mMDKB (1577.5 mTVDSS), 27.5 mTVD low to prognosis. This was due to large uncertainties in the exact position of the Base Cretaceous event close to the fault,and in the velocity variations close to the fault.Immediately below the Base Cretaceous level 15 mTVT of Late Jurassic sands were intersected, which were entirely oil saturated. Log interpretation indicates a total of 15 mTDT of net oil sand with an average porosity of 23.8 percent and an average water saturation of 10.5 percent.The Callovian unconformity was intersected at 1679.5 mMDKB (1595.5 mTVDSS). A total of 15.0 mTVT of net oil sand was intersected within the Early Jurassic section with an average porosity of 24.8 percent and an average water saturation of 11.1 percent over the net interval. The oil/water contact is interpreted at 1711 mMDKB (1617.5 mTVDSS), 3.5 metres high to the original field oil/water contact.The Jabiru 11 ST 1 well intersected the Base Cretaceous at 1653.5mKB (1577.5MTVDSS), 27.5m low to prognosis. This was due to large uncertainties in the exact position of the Base Cretaceous event close to the fault, and in velocity varations close to the fault. Immediately below the Base Cretaceous level 15mTVT of Late Jurassic sands were intersected, which were entirly oil saturated. Log interpretation indicates a total of 15mTVT of net oil sand with an average porosity of 23.8% and an average water saturation of 10.5%. The Callovian unconformity was intersected at 1679.5mKB (1595.5mTVDSS). A total of 15.0mTVT of nett oil sand was intersected within the Early Jurassic section with an average porosity of 24.8% and an average water saturation of 11.1% over the net interval. The OWC is interpreted at 1711mMDKB (1617.5mTVDSS), 3.5m high to the original field OWC. Jabiru 11 ST 1 intersected a 42m gross oil column at 1576m TVDSS. The well was suspended as a future oil producer on 9-OCT-89.Jabiru 11/11ST1 is located in the production licence AC/L1, which was originally part of the exploration permit AC/P4. The AC/P4 permit is located off the northwest coast of Australia. The permit lies within the Ashmore and Cartier Islands adjacent area. The permit is located in the Vulcan Sub-basin between the northeastern edge of the Ashmore Platform and the western part of the Londonderry High.","Petroleum","","270","","","0","0","0","0","0"
